"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
20," Private",117789,10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
20," Private",273701,10," Never-married"," Exec-managerial"," Other-relative"," Black"," Male",34095,0,10," United-States"," <=50K"
25," Private",12285,10," Never-married"," Other-service"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,20," United-States"," <=50K"
49," Private",189885,9," Widowed"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
25," Private",164488,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
66," Private",99888,11," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
63," Private",64448,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",238305,10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,1628,12," United-States"," <=50K"
44," Local-gov",135056,14," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,16," United-States"," <=50K"
53," Private",123011,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
19," Private",32477,10," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
41," Private",185057,11," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
32," Self-emp-not-inc",335427,13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,20," United-States"," >50K"
75," Private",36243,16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
76," Private",84755,10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
26," Private",431861,6," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
33," Private",49593,10," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,30," United-States"," <=50K"
48," Private",167381,9," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"
36," Private",177907,13," Never-married"," Other-service"," Not-in-family"," White"," Male",2176,0,20," United-States"," <=50K"
21," Private",85733,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
33," Private",152875,13," Married-civ-spouse"," Adm-clerical"," Wife"," Asian-Pac-Islander"," Female",0,0,40," China"," <=50K"
49," Private",178215,10," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,28," United-States"," <=50K"
47," Self-emp-inc",119471,4," Never-married"," Craft-repair"," Not-in-family"," Other"," Male",0,0,40," United-States"," <=50K"
63," Private",331527,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,14," United-States"," <=50K"
19," Private",37085,10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
18," Private",205894,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
39," Self-emp-not-inc",218490,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2415,50," United-States"," >50K"
78," Self-emp-not-inc",91534,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,3," United-States"," <=50K"
21," Private",121694,4," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
25," State-gov",239120,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,13," United-States"," <=50K"
57," Private",296516,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
52," Private",294691,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",183765,10," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
41," Private",29115,10," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
20," Private",238685,7," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
61," Private",139391,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",99999,0,30," United-States"," >50K"
41," Private",216968,13," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
27," Local-gov",216479,13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,24," United-States"," >50K"
46," Private",206357,3," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," Mexico"," <=50K"
48," Private",184682,9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,18," United-States"," <=50K"
30," Private",33811,13," Married-civ-spouse"," Exec-managerial"," Wife"," Other"," Female",0,0,40," Taiwan"," >50K"
18," Private",115258,7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,12," United-States"," <=50K"
65," Private",117963,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
24," Private",376474,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",143699,10," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
48," Private",175653,12," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",14084,0,40," United-States"," >50K"
18," Private",118847,9," Never-married"," Sales"," Own-child"," White"," Female",0,0,24," United-States"," <=50K"
47," Private",109921,9," Separated"," Craft-repair"," Unmarried"," Black"," Female",0,0,32," United-States"," <=50K"
44," Private",109912,13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,16," United-States"," >50K"
26," Private",176967,7," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,65," United-States"," <=50K"
62," Private",54878,9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
64," Private",45817,5," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
50," Private",281504,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",359327,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
67," Private",63552,4," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
66," Private",37331,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
71," Private",128529,9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
46," Private",148489,9," Married-spouse-absent"," Craft-repair"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," <=50K"
17," Private",104025,7," Never-married"," Sales"," Own-child"," White"," Male",0,0,18," United-States"," <=50K"
43," Private",152569,11," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,2339,36," United-States"," <=50K"
21," Private",278391,10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,16," United-States"," <=50K"
32," Private",154571,10," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," Vietnam"," <=50K"
20," Private",41035,10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
51," Private",130667,9," Separated"," Farming-fishing"," Not-in-family"," Black"," Male",0,0,6," United-States"," <=50K"
36," Private",128640,10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,25," United-States"," <=50K"
36," Private",214896,5," Divorced"," Handlers-cleaners"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
59," Private",556688,5," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,12," United-States"," <=50K"
72," Private",114761,4," Widowed"," Farming-fishing"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
32," Private",30499,13," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,32," United-States"," <=50K"
34," Private",166545,10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",7688,0,6," United-States"," >50K"
67," Private",37092,4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,4," United-States"," <=50K"
45," Private",129387,12," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
32," Private",143162,6," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
22," Private",31102,10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,4," South"," <=50K"
28," Private",424884,6," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
19," Private",46400,10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,24," United-States"," <=50K"
90," Private",311184,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
19," Private",46400,10," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
31," Private",233371,9," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,45," United-States"," <=50K"
62," Private",337721,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
30," Private",159589,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,46," United-States"," >50K"
62," Private",176753,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",77873,5," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
72," Private",194548,10," Married-spouse-absent"," Exec-managerial"," Not-in-family"," White"," Male",0,0,3," United-States"," <=50K"
22," Private",287988,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,15," United-States"," <=50K"
37," Private",196529,10," Widowed"," Other-service"," Not-in-family"," White"," Female",2354,0,40," United-States"," <=50K"
40," Private",224361,5," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,5," Cuba"," <=50K"
66," Private",196736,2," Never-married"," Farming-fishing"," Not-in-family"," Black"," Male",0,0,30," United-States"," <=50K"
69," Private",254834,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",10605,0,10," United-States"," >50K"
43," Federal-gov",156996,15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,2415,55," United-States"," >50K"
31," Private",217962,10," Never-married"," Protective-serv"," Other-relative"," Black"," Male",0,0,40," United-States"," <=50K"
44," Self-emp-inc",116358,13," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,50," United-States"," >50K"
64," Federal-gov",257790,9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
17," Private",86786,6," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
57," Self-emp-not-inc",176897,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
65," Private",178931,9," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",3818,0,40," United-States"," <=50K"
63," Private",222289,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,54," United-States"," >50K"
30," Private",144593,9," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
80," Private",172826,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
30," Private",147215,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
42," Private",109912,12," Never-married"," Prof-specialty"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
29," Private",54411,9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
28," Private",389857,9," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Male",0,0,16," United-States"," <=50K"
33," Private",192644,9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",108775,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Dominican-Republic"," <=50K"
27," Private",251854,13," Married-civ-spouse"," Prof-specialty"," Wife"," Black"," Female",0,0,35," United-States"," >50K"
70," Private",118630,11," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,35," United-States"," <=50K"
21," Private",170070,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,10," United-States"," <=50K"
42," Private",157367,9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,35," United-States"," <=50K"
33," Private",160216,14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
60," Private",41517,7," Married-spouse-absent"," Other-service"," Unmarried"," Black"," Female",0,0,20," United-States"," <=50K"
65," Private",315728,9," Widowed"," Exec-managerial"," Unmarried"," White"," Female",2329,0,75," United-States"," <=50K"
19," Private",234519,10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
18," Private",127388,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
59," Private",409842,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
31," Private",182191,13," Married-civ-spouse"," Other-service"," Wife"," White"," Female",4064,0,30," Canada"," <=50K"
33," Private",102130,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
43," State-gov",506329,13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",15024,0,40," United-States"," >50K"
50," Self-emp-not-inc",221336,10," Divorced"," Exec-managerial"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"
24," Private",412156,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," Mexico"," <=50K"
48," Private",151584,10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",8614,0,60," United-States"," >50K"
19," Private",133983,10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
66," Private",213477,4," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,10," United-States"," <=50K"
58," Federal-gov",37591,13," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
18," Private",163085,9," Separated"," Other-service"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
30," Private",159159,10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,30," United-States"," <=50K"
19," Private",28967,10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",237993,15," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
40," Private",507086,9," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,32," United-States"," <=50K"
25," Private",39901,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
39," Private",144608,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
60," Private",141580,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
39," Private",258276,13," Married-civ-spouse"," Tech-support"," Husband"," Asian-Pac-Islander"," Male",3137,0,40," United-States"," <=50K"
57," Private",143030,9," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
48," Private",63466,9," Married-spouse-absent"," Adm-clerical"," Unmarried"," White"," Female",0,0,32," United-States"," <=50K"
45," Private",119835,4," Divorced"," Craft-repair"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,48," United-States"," <=50K"
18," Private",214989,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,1602,24," United-States"," <=50K"
69," Self-emp-inc",323016,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,40," United-States"," >50K"
17," Private",280670,6," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
34," Private",133278,8," Separated"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,53," United-States"," <=50K"
67," Private",163726,3," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,49," United-States"," <=50K"
36," Self-emp-not-inc",609935,13," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,48," United-States"," <=50K"
82," Private",42435,6," Widowed"," Other-service"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
35," Private",98989,5," Divorced"," Craft-repair"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,38," United-States"," <=50K"
35," Private",202683,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
69," Private",337720,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,24," United-States"," <=50K"
41," Private",203943,8," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
17," Private",198797,7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," Peru"," <=50K"
22," Private",117618,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,25," United-States"," <=50K"
30," Private",119164,13," Never-married"," Other-service"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
41," Private",344572,9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
39," Private",258037,14," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",415913,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",400635,10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
24," Private",175069,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
28," Private",78388,6," Never-married"," Other-service"," Own-child"," White"," Female",0,0,38," United-States"," <=50K"
38," State-gov",110426,16," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7688,0,40," United-States"," >50K"
72," Local-gov",76860,9," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,1," United-States"," <=50K"
46," Private",177305,11," Married-civ-spouse"," Exec-managerial"," Wife"," Black"," Female",0,0,35," United-States"," >50K"
39," Private",165106,13," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,1564,50," United-States"," >50K"
33," Private",35309,13," Never-married"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"
34," Private",317809,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
59," Private",367984,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
58," Private",266792,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,40," United-States"," >50K"
23," Private",263899,9," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,0,12," England"," <=50K"
19," Private",258026,9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,16," United-States"," <=50K"
64," Private",211360,9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
63," Private",221072,13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,49," United-States"," <=50K"
76," Private",191024,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
27," Private",173800,14," Never-married"," Prof-specialty"," Unmarried"," Asian-Pac-Islander"," Male",0,0,20," Taiwan"," <=50K"
27," Private",133929,13," Never-married"," Prof-specialty"," Unmarried"," White"," Female",0,0,36," United-States"," <=50K"
54," Private",185936,5," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,15," United-States"," <=50K"
28," Private",113635,7," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
54," Private",172991,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",256211,2," Never-married"," Craft-repair"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," Philippines"," <=50K"
40," Self-emp-not-inc",170649,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
64," Private",50171,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,10," United-States"," <=50K"
36," Private",150601,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
49," Private",52590,9," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
56," Private",215839,10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
22," Private",255969,8," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,48," United-States"," <=50K"
70," Private",346053,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
58," Self-emp-not-inc",147653,6," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,1977,35," United-States"," >50K"
38," Private",152237,13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States"," >50K"
22," Private",228480,9," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
63," Private",339755,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States"," >50K"
17," Private",161981,6," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",126675,9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,46," United-States"," <=50K"
47," Self-emp-not-inc",83046,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,18," United-States"," <=50K"
29," Private",46609,6," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
17," Private",170320,7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,8," United-States"," <=50K"
49," Private",407495,9," Married-spouse-absent"," Transport-moving"," Not-in-family"," White"," Male",0,0,70," United-States"," <=50K"
61," Private",226989,9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",4865,0,40," United-States"," <=50K"
64," Private",49194,7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
20," Private",117618,10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
42," Private",234277,9," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"
55," Local-gov",270228,12," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",7688,0,40," United-States"," >50K"
29," Private",153167,10," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
38," Private",273285,7," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
42," Private",212206,14," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,1887,48," United-States"," >50K"
28," Private",315287,9," Never-married"," Adm-clerical"," Other-relative"," Black"," Male",0,0,40," United-States"," <=50K"
19," Private",385901,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,22," United-States"," <=50K"
72," Private",268861,4," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,99," United-States"," <=50K"
72," Private",201375,12," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
20," Private",137876,10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
71," Private",108390,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",3432,0,20," United-States"," <=50K"
64," Private",338355,11," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,15," United-States"," <=50K"
43," Private",35523,12," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
22," Private",34506,10," Separated"," Other-service"," Unmarried"," White"," Female",0,0,25," United-States"," <=50K"
60," Private",116961,4," Widowed"," Farming-fishing"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
49," Private",296892,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Puerto-Rico"," <=50K"
23," Private",191910,10," Never-married"," Sales"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",114292,5," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
65," Self-emp-not-inc",76043,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,1," United-States"," >50K"
21," Private",228424,6," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
21," Private",314645,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,43," United-States"," <=50K"
70," Self-emp-not-inc",410980,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,10," United-States"," >50K"
64," Private",108082,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",304076,7," Never-married"," Sales"," Own-child"," Black"," Female",0,0,20," United-States"," <=50K"
18," Private",31008,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
33," Private",173998,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,1485,38," United-States"," <=50K"
22," Private",166371,9," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
52," Private",92968,14," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",15024,0,40," United-States"," >50K"
40," Local-gov",65545,14," Divorced"," Prof-specialty"," Own-child"," White"," Female",0,0,55," United-States"," <=50K"
25," Private",335376,13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
34," Private",93834,9," Separated"," Adm-clerical"," Own-child"," White"," Female",0,0,8," United-States"," <=50K"
41," Private",206916,13," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
34," Private",263307,13," Never-married"," Sales"," Unmarried"," Black"," Male",0,0,45," United-States"," <=50K"
21," Private",228649,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
20," Private",150084,10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
23," Private",296613,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,32," United-States"," <=50K"
65," Private",149131,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Italy"," >50K"
69," Private",199591,15," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,25," United-States"," <=50K"
18," Never-worked",157131,7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
47," Private",209212,5," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,56," United-States"," <=50K"
41," Private",77937,8," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," Canada"," <=50K"
60," Private",41553,10," Widowed"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
70," Private",207627,9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",2228,0,24," United-States"," <=50K"
47," Private",186805,9," Married-civ-spouse"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
57," Self-emp-not-inc",275943,4," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",253370,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,35," United-States"," >50K"
55," Private",316027,4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
37," Private",245482,9," Married-civ-spouse"," Transport-moving"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States"," <=50K"
55," Private",389479,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
